,Water_(g),Water_(g),Water_(g),Water_(g),Water_(g),Water_(g),Water_(g),Water_(g),Energy_(kcal),Energy_(kcal),Energy_(kcal),Energy_(kcal),Energy_(kcal),Energy_(kcal),Energy_(kcal),Energy_(kcal),Protein_(g),Protein_(g),Protein_(g),Protein_(g),Protein_(g),Protein_(g),Protein_(g),Protein_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Lipid_Tot_(g),Ash_(g),Ash_(g),Ash_(g),Ash_(g),Ash_(g),Ash_(g),Ash_(g),Ash_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Carbohydrt_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Fiber_TD_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Sugar_Tot_(g),Calcium_(mg),Calcium_(mg),Calcium_(mg),Calcium_(mg),Calcium_(mg),Calcium_(mg),Calcium_(mg),Calcium_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Iron_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Magnesium_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Phosphorus_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Potassium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Sodium_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Zinc_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Copper_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Manganese_(mg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Selenium_(µg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Vit_C_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Thiamin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Riboflavin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Niacin_(mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Panto_Acid_mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Vit_B6_(mg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folate_Tot_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Folic_Acid_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Food_Folate_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_B12_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Vit_A_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Retinol_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lycopene_(µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_E_(mg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_D_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),Vit_K_(µg),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Sat_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Mono_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),FA_Poly_(g),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg),Cholestrl_(mg)
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Keyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCOHOLIC BEVERAGE,70.0,78.64914285714285,14.569520472235531,28.3,70.9925,86.195,86.98,95.4,70.0,126.12857142857143,84.45201389015848,27.0,81.0,85.0,158.25,371.0,70.0,0.2288571428571429,0.6349587293609871,0.0,0.07,0.07,0.1525,4.55,70.0,0.4377142857142858,2.1272130310580333,0.0,0.0,0.0,0.0,15.7,70.0,0.18771428571428572,0.15443371476697945,0.0,0.1,0.17,0.27,1.0,70.0,6.843428571428571,9.463506242052928,0.0,2.0524999999999998,2.7,9.565000000000001,46.8,70.0,0.008571428571428572,0.04079946412996036,0.0,0.0,0.0,0.0,0.3,70.0,3.531142857142857,8.843509622489487,0.0,0.0,0.0,0.9175,41.6,70.0,4.857142857142857,16.443390561794164,0.0,0.0,0.0,4.0,130.0,70.0,0.07342857142857144,0.12005899171108855,0.0,0.0,0.02,0.08,0.46,70.0,3.1857142857142855,4.411095552711968,0.0,0.0,0.0,6.0,19.0,70.0,8.2,15.462530681375018,0.0,0.0,4.0,9.75,109.0,70.0,24.742857142857144,37.81330404411812,0.0,0.0,2.0,29.5,165.0,70.0,19.185714285714287,76.77810920978861,0.0,0.0,2.0,5.0,626.0,70.0,0.04928571428571429,0.09640376185713428,0.0,0.0,0.01,0.06,0.6,70.0,0.012942857142857148,0.01989820887306463,0.0,0.0,0.005,0.0155,0.087,70.0,0.03092857142857143,0.0800589133490161,0.0,0.0,0.005,0.01775,0.528,70.0,0.20428571428571424,0.5433219651035425,0.0,0.0,0.0,0.2,4.2,70.0,0.5857142857142859,2.4204614312921175,0.0,0.0,0.0,0.0,19.3,70.0,0.005457142857142859,0.008517136543864514,0.0,0.0,0.0005,0.006,0.038,70.0,0.010228571428571432,0.02596774556105728,0.0,0.0,0.001,0.011500000000000002,0.19,70.0,0.07545714285714285,0.16274312342953995,0.0,0.0,0.0015,0.10300000000000001,1.1,70.0,0.021414285714285716,0.059474874211938256,0.0,0.0,0.0,0.016,0.417,70.0,0.010857142857142859,0.020450212226874903,0.0,0.0,0.0,0.01025,0.09,70.0,1.1857142857142857,3.1128199487163224,0.0,0.0,0.0,1.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.1857142857142857,3.1128199487163224,0.0,0.0,0.0,1.0,18.0,70.0,1.1571428571428573,3.1190657942036792,0.0,0.0,0.0,0.75,18.0,70.0,1.917142857142857,6.663614622287857,0.0,0.0,0.0,0.0,52.2,70.0,0.009,0.054511001415882256,0.0,0.0,0.0,0.0,0.45,70.0,14.114285714285714,78.3218078830035,0.0,0.0,0.0,0.0,620.0,70.0,3.2714285714285714,21.486714080742487,0.0,0.0,0.0,0.0,171.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.5857142857142857,3.6732201926716748,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.8714285714285714,6.4828009436149,0.0,0.0,0.0,0.0,54.0,70.0,0.010428571428571428,0.059061150189424184,0.0,0.0,0.0,0.0,0.45,70.0,0.017142857142857144,0.14342743312012718,0.0,0.0,0.0,0.0,1.2,70.0,0.037142857142857144,0.1712455890230005,0.0,0.0,0.0,0.0,1.3,70.0,0.29592857142857143,1.42367854132417,0.0,0.0,0.0,0.0,9.664,70.0,0.09077142857142857,0.5542396586061328,0.0,0.0,0.0,0.0,4.458,70.0,0.02112857142857143,0.08733326497871617,0.0,0.0,0.0,0.0,0.669,70.0,1.6714285714285715,9.816757970941387,0.0,0.0,0.0,0.0,59.0
ANIMAL FAT,11.0,12.42090909090909,16.718253769186216,0.0,0.2,0.2,17.33,43.2,11.0,775.5454545454545,158.6388121717782,499.0,717.0,882.0,900.0,902.0,11.0,0.799090909090909,1.2822281742767514,0.0,0.0,0.0,0.85,3.3,11.0,86.31090909090909,17.764236237196044,55.1,79.705,99.5,99.8,100.0,11.0,0.5290909090909092,0.7419764759809377,0.0,0.0,0.09,0.75,2.11,11.0,0.27181818181818185,0.862053573530302,0.0,0.0,0.0,0.03,2.87,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.01636363636363636,0.02802596198981483,0.0,0.0,0.0,0.03,0.06,11.0,15.181818181818182,19.374303506542795,0.0,0.0,0.0,24.0,48.0,11.0,0.20636363636363642,0.4371560986026096,0.0,0.0,0.0,0.035,1.09,11.0,1.3636363636363635,1.9632996344280855,0.0,0.0,0.0,2.0,5.0,11.0,12.727272727272727,15.027247978860995,0.0,0.0,0.0,24.0,34.0,11.0,21.0,28.397182958878158,0.0,0.0,0.0,32.5,71.0,11.0,170.27272727272728,257.06695272208407,0.0,0.0,11.0,300.0,643.0,11.0,0.07818181818181819,0.09937989553407489,0.0,0.0,0.05,0.1,0.26,11.0,0.0023636363636363638,0.005427204202399747,0.0,0.0,0.0,0.0,0.016,11.0,0.00045454545454545455,0.001213559752433836,0.0,0.0,0.0,0.0,0.004,11.0,0.45454545454545464,0.43900714427816856,0.0,0.2,0.2,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0033636363636363642,0.004177863742936748,0.0,0.0,0.0,0.006,0.01,11.0,0.02472727272727273,0.03079315154085697,0.0,0.0,0.0,0.049,0.07,11.0,0.013272727272727271,0.01695341209957989,0.0,0.0,0.0,0.020999999999999998,0.042,11.0,0.02881818181818182,0.04947083622058188,0.0,0.0,0.0,0.0485,0.11,11.0,0.003090909090909091,0.004206056239627461,0.0,0.0,0.0,0.0055,0.01,11.0,1.0909090909090908,1.513574937328539,0.0,0.0,0.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0909090909090908,1.513574937328539,0.0,0.0,0.0,2.0,4.0,11.0,1.0909090909090908,1.513574937328539,0.0,0.0,0.0,2.0,4.0,11.0,51.945454545454545,49.80528814566509,0.0,15.850000000000001,18.8,101.1,122.4,11.0,0.06090909090909091,0.07462634192489209,0.0,0.0,0.0,0.13,0.17,11.0,987.4545454545455,1167.1205048011423,0.0,0.0,0.0,2083.0,2499.0,11.0,265.90909090909093,314.4536387277,0.0,0.0,0.0,563.5,671.0,11.0,0.09090909090909091,0.3015113445777636,0.0,0.0,0.0,0.0,1.0,11.0,60.45454545454545,71.30829353779775,0.0,0.0,0.0,121.0,158.0,11.0,0.5454545454545454,1.8090680674665822,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.1818181818181819,3.9196474795109255,0.0,0.0,0.0,0.0,13.0,11.0,2.1336363636363633,0.7408140485610776,0.6,1.58,2.32,2.7,2.9,11.0,1.6,2.1840329667841556,0.0,0.0,0.0,3.65,4.8,11.0,2.563636363636364,3.048695697268826,0.0,0.0,0.0,4.8,7.0,11.0,38.61754545454546,9.070522348394677,27.7,31.5,34.321,47.595,51.368,11.0,34.223000000000006,15.015347921376982,15.927,20.447499999999998,41.8,44.787000000000006,56.7,11.0,8.774545454545455,7.67389960012035,2.046,3.0265,4.0,12.022,23.1,11.0,132.54545454545453,55.52542415211906,85.0,100.0,106.0,162.0,225.0
BABYFOOD,365.0,67.84432876712327,32.67949451001464,1.0,75.4,82.9,87.5,99.9,365.0,151.04931506849314,162.64983888345947,0.0,60.0,68.0,128.0,524.0,365.0,4.0118630136986315,4.634562503253981,0.0,0.89,1.97,5.0,25.4,365.0,5.51898630136986,8.431669585056692,0.0,0.22,2.4,5.0,28.87,365.0,1.0471232876712333,1.2214755077679924,0.0,0.33,0.52,1.0,7.24,365.0,21.60460273972603,22.234884671142417,0.0,7.62,12.18,18.5,88.5,365.0,0.8578082191780823,1.3311672216180341,0.0,0.0,0.3,1.3,7.8,365.0,12.774630136986309,16.778245421884893,0.0,1.6,7.23,12.96,68.65,365.0,140.13972602739727,231.33346057896864,0.0,11.0,38.0,127.0,1160.0,365.0,3.9940547945205465,9.305408831076294,0.0,0.3,0.76,2.33,67.23,365.0,18.610958904109587,23.701715299613,0.0,6.0,10.0,20.0,159.0,365.0,103.6054794520548,147.83227789449612,0.0,21.0,42.0,106.0,1044.0,365.0,194.64931506849314,184.07639294723177,0.0,78.0,125.0,196.0,1330.0,365.0,55.76712328767123,81.47326814143914,0.0,7.0,26.0,49.0,623.0,365.0,1.3546849315068499,2.4410525611922176,0.0,0.16,0.49,1.14,25.43,365.0,0.12160547945205473,0.14395852948558266,0.0,0.04,0.057,0.115,0.964,365.0,0.5871342465753425,5.627180092893989,0.0,0.0,0.0,0.037,77.0,365.0,4.760273972602738,7.045868942543711,0.0,0.5,1.8,5.7,64.7,365.0,26.66876712328766,144.35554039871687,0.0,1.7,8.4,28.9,2732.0,365.0,0.1988794520547947,0.4536933499159323,0.0,0.019,0.049,0.142,3.97,365.0,0.2590027397260274,0.5070175208767347,0.0,0.037,0.079,0.197,4.33,365.0,2.4570630136986327,4.541153336448708,0.0,0.27,0.693,2.623,36.292,365.0,0.44430958904109596,1.5138313321645043,0.0,0.0,0.14,0.345,26.0,365.0,0.14886575342465752,0.3596705162784323,0.0,0.039,0.062,0.12,5.899,365.0,25.0986301369863,37.97788719374397,0.0,5.0,10.0,24.0,247.0,365.0,18.0986301369863,34.73559664008228,0.0,0.0,0.0,19.0,212.0,365.0,7.008219178082192,13.911116527035182,0.0,0.0,3.0,8.0,190.0,365.0,37.75616438356165,61.26893738709959,0.0,5.0,16.0,34.0,396.0,365.0,19.830684931506852,27.514837971456675,0.0,3.6,9.4,18.0,124.0,365.0,0.4207945205479444,0.757041794811074,0.0,0.0,0.16,0.4,5.0,365.0,840.3424657534247,1745.6753032173926,0.0,42.0,197.0,1140.0,14710.0,365.0,79.74520547945205,159.42285419556876,0.0,0.0,0.0,59.0,1110.0,365.0,89.13424657534246,367.8883326974916,0.0,0.0,0.0,1.0,3716.0,365.0,276.2958904109589,883.908381899933,0.0,0.0,0.0,35.0,7156.0,365.0,4.315068493150685,15.570714897737178,0.0,0.0,0.0,0.0,135.0,365.0,41.76164383561644,231.14513222461758,0.0,0.0,0.0,0.0,2575.0,365.0,92.04109589041096,394.8012588895497,0.0,0.0,0.0,36.0,4505.0,365.0,1.5698904109589034,3.5237409081766002,0.0,0.09,0.49,1.28,50.0,365.0,1.3421917808219173,2.5952462070499185,0.0,0.0,0.0,1.0,12.7,365.0,9.451780821917803,17.649912939304137,0.0,0.4,3.2,9.4,196.7,365.0,2.141117808219178,3.6912176502581904,0.0,0.032,0.766,1.808,19.186,365.0,1.7827780821917807,3.0563857251036217,0.0,0.019,0.57,1.4,15.779,365.0,1.136975342465753,1.921712265041287,0.0,0.043,0.308,1.113,11.678,365.0,5.586301369863014,13.244585406921313,0.0,0.0,0.0,5.0,94.0
BEEF,971.0,62.49614830072091,8.787125281690738,4.0,57.91,62.72,69.405,84.16,971.0,211.92173017507724,81.17698655326758,77.0,159.0,198.0,243.0,854.0,971.0,24.303964984551982,5.128689814284325,1.5,20.939999999999998,24.13,28.165,36.12,971.0,12.283141091658086,9.784071882278791,1.16,6.1,9.3,15.85,94.0,971.0,1.119855818743563,0.5401418101449134,0.1,0.95,1.05,1.14,10.4,971.0,0.13294541709577753,0.6227696502109193,0.0,0.0,0.0,0.0,11.0,971.0,0.0020597322348094747,0.05811365096413967,0.0,0.0,0.0,0.0,1.8,971.0,0.015973223480947478,0.3097660495726509,0.0,0.0,0.0,0.0,9.0,971.0,12.934088568486096,17.60341408042747,2.0,6.0,12.0,16.0,485.0,971.0,2.5088156539649837,1.9674965353201974,0.17,1.9,2.34,2.82,44.55,971.0,20.07003089598352,5.711738491648796,0.0,18.0,21.0,24.0,51.0,971.0,197.5056642636457,56.95683587990163,0.0,177.0,203.0,222.0,497.0,971.0,302.3089598352214,82.5644847142731,0.0,271.0,313.0,353.5,597.0,971.0,86.38722966014419,183.94219845601708,7.0,54.0,61.0,69.0,2790.0,971.0,5.389279093717815,2.26331507966996,0.0,4.0,5.07,6.84,12.28,971.0,0.151906282183316,0.7954513005962626,0.0,0.069,0.083,0.103,14.588,971.0,0.6748712667353223,14.236497200400747,0.0,0.005,0.011,0.014,328.0,971.0,24.51730175077238,12.299656743621526,0.0,20.7,25.0,30.8,168.0,971.0,0.4090628218331617,3.5906637595566533,0.0,0.0,0.0,0.0,50.3,971.0,0.07393717816683833,0.03744030531018371,0.0,0.06,0.072,0.084,0.559,971.0,0.23099999999999982,0.281187668923513,0.0,0.1495,0.192,0.247,3.425,971.0,4.897898043254378,1.9396077823590827,0.0,3.75,4.839,5.957000000000001,17.525,971.0,0.5465375901132857,0.6873070333712654,0.0,0.3275,0.53,0.662,10.3,971.0,0.43523583934088583,0.18506656643809677,0.0,0.32,0.418,0.579,1.083,971.0,7.29351184346035,15.9467331471563,0.0,4.0,7.0,8.0,290.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,7.29351184346035,15.9467331471563,0.0,4.0,7.0,8.0,290.0,971.0,7.189495365602472,15.960167326356185,0.0,3.0,7.0,8.0,290.0,971.0,63.56879505664266,50.35133455259165,0.0,0.0,72.0,92.9,513.2,971.0,3.0326982492275985,5.900345833878562,0.0,1.71,2.33,3.11,96.0,971.0,257.51493305870235,4026.6362755276687,0.0,0.0,6.0,13.0,94398.0,971.0,76.82286302780639,1206.140227752361,0.0,0.0,2.0,4.0,28319.0,971.0,0.05664263645726056,0.7877179979692032,0.0,0.0,0.0,0.0,11.0,971.0,0.8053553038105047,11.398870090162049,0.0,0.0,0.0,0.0,232.0,971.0,0.07518022657054584,1.0171274709824458,0.0,0.0,0.0,0.0,21.0,971.0,0.08856848609680741,1.266695966009542,0.0,0.0,0.0,0.0,23.0,971.0,0.01132852729145211,0.35300679909312005,0.0,0.0,0.0,0.0,11.0,971.0,0.21542739443872272,0.21867713250291845,0.0,0.08,0.17,0.31,2.09,971.0,0.08486096807415058,0.13233609286562012,0.0,0.0,0.1,0.1,1.2,971.0,1.1084449021627218,0.9056584731007813,0.0,0.0,1.5,1.6,17.5,971.0,4.832114315139028,4.177965179799806,0.0,2.2365,3.54,6.231,52.3,971.0,5.359376930998974,4.263468086884156,0.0,2.577,4.042,7.0765,35.821,971.0,0.5396652935118439,0.39653763646648243,0.0,0.3035,0.433,0.6595,4.66,971.0,91.40988671472708,156.01584926455294,34.0,66.0,79.0,88.0,3100.0
BEVERAGES,532.0,77.08287593984971,28.634947676511594,0.13,79.5975,87.3,92.3825,100.0,532.0,88.87593984962406,112.67406965975485,0.0,29.0,49.0,83.0,509.0,532.0,2.031071428571431,7.340330058375179,0.0,0.0,0.37,0.8125,78.13,532.0,0.7733646616541354,2.468804722058908,0.0,0.0,0.09,0.26,29.1,532.0,0.8824248120300747,1.9877632111974448,0.0,0.12,0.29,0.65,16.04,532.0,19.211578947368434,23.923627238605768,0.0,5.870000000000001,11.455,17.95,99.1,532.0,0.8259398496240605,2.494242722946213,0.0,0.0,0.2,0.8,37.5,532.0,12.447763157894729,18.228076264112914,0.0,0.84,8.32,12.454999999999998,97.3,532.0,61.92481203007519,170.9005668578039,0.0,3.0,9.0,34.25,1440.0,532.0,0.683195488721804,2.2513880078103337,0.0,0.04,0.19,0.37,24.84,532.0,22.849624060150376,63.606309869584834,0.0,1.0,5.0,12.0,500.0,532.0,52.74624060150376,166.3320751199606,0.0,0.0,9.0,19.0,1630.0,532.0,218.70676691729324,607.6730156013948,0.0,15.0,91.5,162.0,6040.0,532.0,59.68984962406015,145.38567336938542,0.0,4.0,10.0,46.0,1214.0,532.0,0.494868421052631,2.057233570555854,0.0,0.01,0.07,0.13,18.75,532.0,0.09070676691729329,0.2826007153622177,0.0,0.005,0.018,0.066,2.62,532.0,1.569879699248119,15.354704869442587,0.0,0.0,0.02,0.077,269.1,532.0,1.6507518796992495,7.155242464481147,0.0,0.0,0.1,0.4,87.5,532.0,27.178007518797024,160.90909782857992,0.0,0.0,2.7,25.0,2400.0,532.0,0.05743045112781955,0.2036840192830158,0.0,0.0,0.01,0.034,2.143,532.0,0.13373872180451135,0.5078743536549509,0.0,0.0,0.0185,0.066,6.8,532.0,1.617545112781955,6.5984210380742745,0.0,0.0,0.1375,0.4115,80.0,532.0,0.28522368421052635,1.2584737777586625,0.0,0.0,0.022,0.105,15.385,532.0,0.14644736842105266,0.5933416452257201,0.0,0.0,0.019,0.05625,8.0,532.0,12.075187969924812,47.88126778865972,0.0,0.0,1.0,7.0,571.0,532.0,6.18984962406015,45.417291504289814,0.0,0.0,0.0,0.0,571.0,532.0,5.889097744360902,17.290388824442573,0.0,0.0,1.0,5.0,289.0,532.0,16.150375939849624,78.38098045946361,0.0,0.0,1.0,7.0,971.0,532.0,8.382706766917295,32.0149076887139,0.0,0.0,0.1,3.8,312.9,532.0,0.24945488721804512,0.8598354657100534,0.0,0.0,0.0,0.0,8.3,532.0,403.0563909774436,1489.9045219654242,0.0,0.0,17.0,228.0,20000.0,532.0,56.890977443609025,414.3931502896154,0.0,0.0,0.0,0.0,6006.0,532.0,2.1597744360902253,14.946824715099403,0.0,0.0,0.0,0.0,204.0,532.0,53.964285714285715,295.7468898019864,0.0,0.0,0.0,6.0,5784.0,532.0,10.466165413533835,52.46601251175898,0.0,0.0,0.0,0.0,775.0,532.0,37.193609022556394,458.84486310297916,0.0,0.0,0.0,0.0,7119.0,532.0,16.116541353383457,55.74323659811407,0.0,0.0,0.0,4.25,783.0,532.0,0.6785338345864659,3.640511040156948,0.0,0.0,0.0,0.18,51.92,532.0,0.2210526315789474,1.1159890941410002,0.0,0.0,0.0,0.0,12.5,532.0,2.2827067669172956,15.245159208372257,0.0,0.0,0.0,0.3,269.7,532.0,0.33783082706766915,1.6486464463421466,0.0,0.0,0.003,0.026,25.128,532.0,0.17980075187969924,0.8112885601521237,0.0,0.0,0.002,0.027,10.51,532.0,0.09794736842105269,0.41643863257526814,0.0,0.0,0.005,0.042249999999999996,7.268,532.0,1.2293233082706767,9.512408642677912,0.0,0.0,0.0,0.0,205.0
